TELCO_ID,PREPAID_AMT_MTH_1,PREPAID_AMT_MTH_2,PREPAID_AMT_MTH_3,PREPAID_AMT_MTH_4,PREPAID_AMT_MTH_5,PREPAID_AMT_MTH_6,POSTPAID_AMT_MTH_1,POSTPAID_AMT_MTH_2,POSTPAID_AMT_MTH_3,POSTPAID_AMT_MTH_4,POSTPAID_AMT_MTH_5,POSTPAID_AMT_MTH_6,TOTAL_POSTPAID_AMT,TOTAL_PREPAID_AMT,AVG_POSTPAID_AMT,AVG_PREPAID_AMT
C-56438,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-43381,118.75,81.25,37.5,112.5,0,0,0,0,0,0,0,0,0,350,0,58.33333334
C-45516,50,25,12.5,12.5,0,25,0,0,0,0,0,0,0,125,0,20.83333334
C-51178,0,0,0,0,0,0,100,0,125,375,250,0,850,0,141.6666666,0
C-54415,0,37.5,0,37.5,0,0,0,286.3125,0,0,0,0,286.3125,75,47.71875,12.5
C-41755,0,0,0,0,0,0,0,250,81.125,0,0,187.5,518.625,0,86.4375,0
C-47025,62.5,37.5,37.5,100,87.5,37.5,0,0,0,0,0,62.5,62.5,362.5,10.41666667,60.41666666
C-46050,0,0,0,12.5,0,0,412.5,387.5,531.25,375,200,312.5,2218.75,12.5,369.7916666,2.083333334
C-51596,0,0,0,0,37.5,112.5,0,0,0,0,0,0,0,150,0,25
C-55062,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,1.041666666
C-43250,0,0,0,0,125,0,0,0,0,0,0,0,0,125,0,20.83333334
C-52622,0,0,12.5,50,37.5,50,0,0,177.5,0,181.25,0,358.75,150,59.79166666,25
C-47889,0,0,0,0,0,0,106.25,106.25,0,0,312.5,197.5,722.5,0,120.4166667,0
C-47007,75,0,0,0,0,0,6125,0,0,0,0,0,6125,75,1020.833333,12.5
C-48390,0,43.75,0,0,37.5,0,62.5,312.5,68.75,112.5,75,135.3125,766.5625,81.25,127.7604166,13.54166666
C-52827,0,0,0,0,12.5,0,0,377.225,0,191.925,0,0,569.15,12.5,94.85833334,2.083333334
C-43070,0,0,37.5,75,75,75,250,187.5,187.5,187.5,250,125,1187.5,262.5,197.9166666,43.75
C-45787,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-46075,0,0,0,0,0,12.5,425,0,250,250,250,62.5,1237.5,12.5,206.25,2.083333334
C-49238,0,0,0,0,50,0,400,0,0,0,0,0,400,50,66.66666666,8.333333334
C-45478,150,100,37.5,37.5,43.75,25,621.2,187.5,275,387.5,0,187.5,1658.7,393.75,276.45,65.625
C-44645,0,0,0,0,0,0,125,75,78.75,81.375,75,75,510.125,0,85.02083334,0
C-54793,62.5,50,137.5,37.5,43.75,100,0,0,0,0,0,0,0,431.25,0,71.875
C-45291,437.5,262.5,362.5,62.5,112.5,312.5,0,0,0,108.75,0,0,108.75,1550,18.125,258.3333334
C-56374,0,0,0,0,0,0,107.2375,270.225,106,99.1875,65.3875,63.6,711.6375,0,118.60625,0
C-47139,0,0,0,0,0,0,342.4375,339.6875,317.8125,302.875,318.125,297.0625,1918,0,319.6666666,0
C-47899,0,0,0,0,0,0,587.425,0,565.75,0,0,164.3125,1317.4875,0,219.58125,0
C-52570,325,300,187.5,75,131.25,112.5,0,0,0,0,0,0,0,1131.25,0,188.5416666
C-52088,300,175,87.5,225,225,268.75,0,0,0,0,0,0,0,1281.25,0,213.5416666
C-50278,43.75,50,37.5,0,12.5,0,997.5,510,497.5625,400,691.25,340,3436.3125,143.75,572.71875,23.95833334
C-45048,212.5,150,125,68.75,50,162.5,0,0,0,0,0,0,0,768.75,0,128.125
C-41797,37.5,37.5,6.25,6.25,18.75,12.5,225,125,352.5,162.5,162.5,165,1192.5,118.75,198.75,19.79166666
C-53462,0,0,0,0,0,0,375,750,0,500,437.5,375,2437.5,0,406.25,0
C-40803,50,37.5,0,0,0,0,0,0,0,0,0,0,0,87.5,0,14.58333334
C-48156,75,150,150,75,75,125,0,0,0,0,0,0,0,650,0,108.3333333
C-47778,0,0,0,0,0,0,111.25,106.25,0,107.5,106.25,105.8125,537.0625,0,89.51041666,0
C-53735,75,62.5,37.5,0,0,0,0,0,0,0,0,117.5,117.5,175,19.58333334,29.16666666
C-51592,375,425,162.5,268.75,262.5,225,0,0,0,0,0,0,0,1718.75,0,286.4583334
C-47407,0,37.5,200,0,125,112.5,0,0,0,0,0,0,0,475,0,79.16666666
C-49903,0,0,0,0,0,0,437.5,371.25,387.5,318.75,307.5,225,2047.5,0,341.25,0
C-47355,0,0,0,0,0,0,96.25,189.475,206.9625,275.0625,0,137.5375,905.2875,0,150.88125,0
C-49208,0,0,0,12.5,12.5,0,0,0,0,0,108.75,0,108.75,25,18.125,4.166666666
C-52436,0,0,50,50,0,6.25,0,0,0,0,0,0,0,106.25,0,17.70833334
C-41912,0,0,0,137.5,0,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-51032,0,6.25,12.5,0,37.5,0,0,0,0,0,0,0,0,56.25,0,9.375
C-40025,300,187.5,225,137.5,187.5,187.5,0,0,0,0,0,0,0,1225,0,204.1666666
C-44300,0,0,0,0,0,0,433.25,227.375,0,175.6875,0,0,836.3125,0,139.3854166,0
C-52027,0,0,0,0,0,0,146.4375,187.5,177.5,187.5,156.25,156.25,1011.4375,0,168.5729166,0
C-50891,118.75,150,100,187.5,125,125,0,0,0,0,0,0,0,806.25,0,134.375
C-50558,0,0,0,0,0,0,250,375,500,187.5,187.5,187.5,1687.5,0,281.25,0
C-53783,0,0,0,0,0,0,0,0,0,0,0,125,125,0,20.83333334,0
C-43118,0,0,0,0,0,0,0,0,0,80,125,0,205,0,34.16666666,0
C-52463,150,81.25,6.25,0,37.5,37.5,0,0,0,0,0,0,0,312.5,0,52.08333334
C-45883,0,0,0,0,0,0,125,162.5,125,125,125,125,787.5,0,131.25,0
C-46352,0,0,0,0,0,0,437.5,500,225,225,225,250,1862.5,0,310.4166666,0
C-50831,0,0,25,0,0,0,636.5,0,347.5,167.125,152.625,161.25,1465,25,244.1666666,4.166666666
C-50016,0,0,0,0,0,0,112.5,108.75,108.75,108.75,107.5,111.25,657.5,0,109.5833333,0
C-46145,25,6.25,25,62.5,37.5,50,0,0,0,0,0,0,0,206.25,0,34.375
C-54379,0,0,0,0,0,0,0,0,0,225,0,18.75,243.75,0,40.625,0
C-52343,312.5,312.5,125,250,187.5,387.5,0,0,0,0,0,0,0,1575,0,262.5
C-45173,12.5,0,6.25,0,6.25,50,0,0,0,0,0,0,0,75,0,12.5
C-45779,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-55184,150,75,150,75,125,125,0,0,0,0,0,0,0,700,0,116.6666667
C-47091,0,0,0,0,0,0,93.75,93.75,185,0,93.75,255,721.25,0,120.2083333,0
C-56005,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-50143,0,0,0,0,0,0,0,0,0,150,152.5,0,302.5,0,50.41666666,0
C-58955,37.5,18.75,50,0,0,0,0,0,0,0,0,0,0,106.25,0,17.70833334
C-49722,0,0,0,0,0,0,0,0,0,212.5,84.375,0,296.875,0,49.47916666,0
C-43611,150,150,37.5,75,187.5,200,0,0,0,0,0,0,0,800,0,133.3333334
C-59029,12.5,0,62.5,0,0,31.25,0,0,0,0,0,0,0,106.25,0,17.70833334
C-44354,75,62.5,25,62.5,112.5,162.5,0,0,0,0,0,0,0,500,0,83.33333334
C-46852,0,100,37.5,0,37.5,0,0,0,0,0,0,0,0,175,0,29.16666666
C-50138,0,0,0,0,0,0,0,103.75,107.5,106.25,106.25,0,423.75,0,70.625,0
C-51869,425,162.5,187.5,212.5,187.5,287.5,0,0,0,0,0,0,0,1462.5,0,243.75
C-55484,125,125,0,0,125,0,0,0,0,0,0,0,0,375,0,62.5
C-47424,0,0,12.5,0,0,0,0,0,0,0,90,0,90,12.5,15,2.083333334
C-48804,0,0,0,0,0,0,250,125,0,125,125,125,750,0,125,0
C-53066,0,25,125,62.5,18.75,25,0,0,0,0,0,0,0,256.25,0,42.70833334
C-48629,0,0,62.5,0,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-48095,0,0,0,0,0,0,546.75,331.625,330.75,0,659.35,148.25,2016.725,0,336.1208334,0
C-51450,0,0,0,0,0,0,0,187.5,187.5,150,101.25,162.5,788.75,0,131.4583334,0
C-53811,0,0,0,12.5,100,0,0,0,0,0,0,0,0,112.5,0,18.75
C-54073,0,125,0,0,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-55096,0,0,0,137.5,325,62.5,0,0,0,0,0,0,0,525,0,87.5
C-54799,0,0,12.5,62.5,0,37.5,0,0,0,0,0,0,0,112.5,0,18.75
C-43514,75,0,0,75,75,0,0,0,0,0,0,0,0,225,0,37.5
C-44286,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-54493,75,0,25,43.75,43.75,0,0,0,0,0,0,0,0,187.5,0,31.25
C-55679,0,0,0,62.5,0,0,0,0,0,0,0,0,0,62.5,0,10.41666667
C-52180,0,12.5,37.5,0,62.5,37.5,0,130.725,0,0,0,0,130.725,150,21.7875,25
C-40219,0,0,0,0,0,0,162.5,248.75,0,138.75,132.5,0,682.5,0,113.75,0
C-48980,0,0,0,0,0,0,63.6,63.6,63.6,63.6,63.6,63.6,381.6,0,63.6,0
C-51059,0,75,0,12.5,0,37.5,0,125,0,125,125,312.5,687.5,125,114.5833333,20.83333334
C-49988,50,37.5,62.5,12.5,62.5,25,216.125,125,243.1875,0,237.5,0,821.8125,250,136.96875,41.66666666
C-44517,337.5,375,262.5,225,437.5,287.5,0,0,625,643.75,637.5,0,1906.25,1925,317.7083334,320.8333334
C-57509,0,0,0,0,0,0,0,0,25,57.5,75,96.625,254.125,0,42.35416666,0
C-53701,75,25,0,0,6.25,12.5,0,0,0,0,0,31.25,31.25,118.75,5.208333334,19.79166666
C-52548,0,0,0,0,0,0,259.6875,136.7625,150.5625,0,313.5625,0,860.575,0,143.4291666,0
C-55206,0,0,0,0,0,0,0,0,113.9,125.8,106.25,105,450.95,0,75.15833334,0
C-47094,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-41486,0,37.5,50,0,12.5,37.5,0,0,0,0,0,0,0,137.5,0,22.91666666
C-45619,0,0,0,0,0,0,225,218.75,243.75,231.25,212.5,231.25,1362.5,0,227.0833334,0
C-48315,0,50,25,43.75,0,37.5,262.5,200.75,0,318.75,0,129.875,911.875,156.25,151.9791666,26.04166666
C-51542,12.5,50,37.5,12.5,37.5,37.5,0,0,0,0,0,0,0,187.5,0,31.25
C-57855,0,0,0,0,0,0,50,100,0,50,112.5,0,312.5,0,52.08333334,0
C-59331,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-50294,0,0,0,0,0,0,212.5,212.5,326.5,106.25,106.25,106.25,1070.25,0,178.375,0
C-50328,0,0,0,0,0,0,0,169.625,169.625,171.3125,191.875,198.5,900.9375,0,150.15625,0
C-44823,162.5,150,87.5,250,337.5,225,0,0,0,0,0,0,0,1212.5,0,202.0833334
C-41173,31.25,37.5,87.5,75,93.75,43.75,0,0,0,0,0,0,0,368.75,0,61.45833334
C-48098,0,0,0,0,0,0,112.5,125,125,87.5,112.5,118.75,681.25,0,113.5416667,0
C-56822,0,0,0,0,0,0,225.25,1256.25,0,0,0,500.75,1982.25,0,330.375,0
C-55271,50,50,50,37.5,12.5,12.5,0,0,0,0,0,0,0,212.5,0,35.41666666
C-43744,0,0,0,0,0,0,637.5,437.5,437.5,312.5,425,731.25,2981.25,0,496.875,0
C-54177,12.5,0,25,12.5,0,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-50895,75,112.5,150,75,100,37.5,0,0,0,0,0,0,0,550,0,91.66666666
C-47658,0,0,0,0,0,0,0,153.5625,0,0,0,201.25,354.8125,0,59.13541666,0
C-51777,56.25,62.5,50,100,175,112.5,0,122.5,225,0,112.5,112.5,572.5,556.25,95.41666666,92.70833334
C-44656,50,12.5,25,0,37.5,0,625,187.5,125,0,0,0,937.5,125,156.25,20.83333334
C-48123,87.5,87.5,150,125,262.5,125,173.75,137.5,150,125,137.5,133.875,857.625,837.5,142.9375,139.5833334
C-51123,0,0,0,37.5,0,0,0,0,250,212.5,0,437.5,900,37.5,150,6.25
C-48508,0,75,0,37.5,0,0,0,62.5,0,0,0,87.5,150,112.5,25,18.75
C-54265,250,200,162.5,0,162.5,75,0,0,0,0,0,0,0,850,0,141.6666666
C-49393,37.5,125,43.75,112.5,75,112.5,0,137.5,0,137.5,0,187.5,462.5,506.25,77.08333334,84.375
C-56518,325,150,100,125,50,225,0,0,0,0,0,0,0,975,0,162.5
C-55881,250,0,81.25,75,75,118.75,0,0,0,0,0,0,0,600,0,100
C-44875,93.75,50,43.75,131.25,0,62.5,0,0,0,0,0,0,0,381.25,0,63.54166666
C-52383,0,0,0,0,0,0,225,262.5,312.5,187.5,237.5,312.5,1537.5,0,256.25,0
C-41366,0,0,0,0,0,0,2429.5,0,1875,0,0,0,4304.5,0,717.4166666,0
C-48359,0,0,0,0,0,0,3555,0,3012.5,0,0,1625,8192.5,0,1365.416666,0
C-57389,25,0,62.5,12.5,0,12.5,0,0,90,0,0,0,90,112.5,15,18.75
C-55923,37.5,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-46089,0,0,0,0,37.5,37.5,0,0,53,172.65,0,152.925,378.575,75,63.09583334,12.5
C-42385,12.5,37.5,18.75,12.5,18.75,56.25,0,0,0,0,0,0,0,156.25,0,26.04166666
C-52760,0,0,0,0,0,0,0,500,0,278.75,0,0,778.75,0,129.7916666,0
C-55555,0,0,0,0,0,0,222.575,0,414.1375,0,198.575,508.0125,1343.3,0,223.8833334,0
C-56776,0,0,0,0,0,0,225,487.5,300,112.5,150,112.5,1387.5,0,231.25,0
C-49899,525,225,118.75,150,150,150,369.925,188.95,91.1625,91.1625,91.425,90.3625,922.9875,1318.75,153.83125,219.7916666
C-50758,25,31.25,81.25,25,131.25,181.25,0,0,0,0,0,0,0,475,0,79.16666666
C-43309,562.5,0,125,37.5,0,0,0,0,0,0,0,0,0,725,0,120.8333333
C-45044,0,0,0,0,0,0,0,487.5,705.675,387.5,395.1875,587.5,2563.3625,0,427.2270834,0
C-43758,0,0,0,0,0,0,656.75,663.45,327.6875,327.95,0,758.7875,2734.625,0,455.7708334,0
C-44133,50,0,0,75,37.5,0,337.5,350,337.5,337.5,400,287.5,2050,162.5,341.6666666,27.08333334
C-47861,12.5,12.5,18.75,62.5,0,25,125,0,250,0,0,125,500,131.25,83.33333334,21.875
C-46113,12.5,25,75,12.5,12.5,0,0,0,0,0,0,0,0,137.5,0,22.91666666
C-51292,75,75,75,37.5,50,62.5,0,4.5,105.5,437.75,0,160,707.75,375,117.9583333,62.5
C-42063,0,0,0,0,0,0,1263.75,625,359.5,312.5,368,312.5,3241.25,0,540.2083334,0
C-48962,87.5,37.5,37.5,37.5,0,0,62.5,76.925,0,125,125,0,389.425,200,64.90416666,33.33333334
C-48588,0,0,0,0,0,0,256.25,0,249.0625,592.9375,0,0,1098.25,0,183.0416666,0
C-53835,0,0,0,37.5,0,25,225,0,0,0,0,0,225,62.5,37.5,10.41666667
C-50361,112.5,112.5,112.5,237.5,175,112.5,0,0,0,0,0,0,0,862.5,0,143.75
C-52630,0,0,0,0,37.5,0,0,0,0,0,0,0,0,37.5,0,6.25
C-54750,100,112.5,200,275,150,31.25,0,0,0,0,0,0,0,868.75,0,144.7916666
C-42349,0,0,12.5,0,0,0,0,0,0,0,100,206.25,306.25,12.5,51.04166666,2.083333334
C-42693,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-44625,0,0,0,0,0,0,187.5,162.5,200,0,0,212.5,762.5,0,127.0833334,0
C-45671,25,25,0,0,0,0,350,375,170,170,170,0,1235,50,205.8333334,8.333333334
C-55251,0,0,0,0,0,0,162.5,62.5,212.3125,111.6875,105.5,0,654.5,0,109.0833333,0
C-54514,0,0,0,0,0,0,227.5,110,108.75,125,112.5,110.625,794.375,0,132.3958334,0
C-50332,0,0,0,0,0,0,0,7.5625,0,234.625,0,0,242.1875,0,40.36458334,0
C-47063,0,0,0,0,0,37.5,0,0,0,0,0,0,0,37.5,0,6.25
C-48631,0,0,62.5,0,62.5,100,0,0,0,0,0,0,0,225,0,37.5
C-40971,75,50,75,100,87.5,50,62.5,62.5,0,110,62.5,125,422.5,437.5,70.41666666,72.91666666
C-48555,37.5,0,100,0,125,125,262.5,107.5,937.5,268.75,0,0,1576.25,387.5,262.7083334,64.58333334
C-52006,0,0,0,0,0,0,312.5,312.5,312.5,312.5,312.5,176.25,1738.75,0,289.7916666,0
C-51523,25,37.5,37.5,25,0,0,0,0,0,0,0,0,0,125,0,20.83333334
C-54140,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-59130,150,62.5,75,12.5,125,87.5,0,0,0,0,0,0,0,512.5,0,85.41666666
C-52467,75,75,37.5,100,37.5,0,0,37.9375,50,69.5625,87.5,0,245,325,40.83333334,54.16666666
C-51338,0,0,0,0,0,0,450,0,450,200,0,312.5,1412.5,0,235.4166666,0
C-54953,0,12.5,0,0,0,0,100,100,100,100,100,100,600,12.5,100,2.083333334
C-52173,300,300,187.5,81.25,100,125,0,0,0,0,0,0,0,1093.75,0,182.2916666
C-55485,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-44361,0,0,0,25,12.5,0,0,0,0,0,0,0,0,37.5,0,6.25
C-50005,0,0,0,0,0,0,0,0,625,0,312.5,0,937.5,0,156.25,0
C-55268,0,0,0,0,0,0,0,0,0,0,0,132.4375,132.4375,0,22.07291666,0
C-49414,150,0,75,112.5,112.5,75,0,0,0,0,0,0,0,525,0,87.5
C-41786,37.5,0,37.5,75,0,37.5,0,0,0,0,0,0,0,187.5,0,31.25
C-43278,0,0,0,0,0,0,112.5,112.5,112.5,162.5,0,468.75,968.75,0,161.4583334,0
C-43259,87.5,50,87.5,37.5,100,56.25,0,0,0,0,0,0,0,418.75,0,69.79166666
C-44628,125,62.5,125,62.5,0,0,0,0,0,0,0,0,0,375,0,62.5
C-46643,0,0,0,0,0,0,375,1156.25,1981.25,0,1706.25,806.25,6025,0,1004.166667,0
C-44608,300,181.25,75,37.5,75,150,0,0,0,0,0,0,0,818.75,0,136.4583334
C-41459,0,0,6.25,6.25,0,12.5,0,0,0,0,0,0,0,25,0,4.166666666
C-59381,0,0,0,0,0,0,0,750.5875,0,0,750,0,1500.5875,0,250.0979166,0
C-50782,75,75,75,75,150,37.5,0,0,0,0,0,0,0,487.5,0,81.25
C-58878,0,0,0,12.5,6.25,0,0,0,0,0,112.5,125,237.5,18.75,39.58333334,3.125
C-42304,25,6.25,43.75,6.25,6.25,62.5,95,383.6875,0,132.875,187.5,0,799.0625,150,133.1770834,25
C-47895,12.5,12.5,0,25,0,0,528.6875,438.75,431.5,460.875,354.5,411.125,2625.4375,50,437.5729166,8.333333334
C-42855,75,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12.5
C-56592,862.5,275,212.5,131.25,131.25,62.5,0,0,0,0,0,0,0,1675,0,279.1666666
C-53200,200,125,50,137.5,62.5,50,0,0,0,0,0,0,0,625,0,104.1666667
C-59430,75,0,37.5,18.75,12.5,0,200,225,87.5,112.5,87.5,100,812.5,143.75,135.4166666,23.95833334
C-55210,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-46285,0,0,0,0,0,0,362.5,50.3125,296.25,0,93.75,237.5,1040.3125,0,173.3854166,0
C-56071,6.25,0,6.25,0,6.25,0,200,0,262.5,262.5,332.5,125,1182.5,18.75,197.0833334,3.125
C-45308,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,50,0,8.333333334
C-47148,0,0,0,0,0,0,500,250,268.75,250,275,337.5,1881.25,0,313.5416666,0
C-54958,0,87.5,37.5,25,162.5,37.5,0,166.95,62.5,62.5,62.5,0,354.45,350,59.075,58.33333334
C-41400,25,0,12.5,12.5,0,12.5,0,0,0,0,0,0,0,62.5,0,10.41666667
C-43459,225,150,75,75,150,112.5,453.125,474.5,237.5,229.4375,183.5,125,1703.0625,787.5,283.84375,131.25
C-47750,12.5,0,0,12.5,37.5,18.75,0,0,0,0,0,0,0,81.25,0,13.54166666
C-59417,275,400,125,50,287.5,162.5,0,0,0,0,0,0,0,1300,0,216.6666666
C-43440,12.5,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-58969,0,0,0,0,0,0,0,225,237.5,243.75,0,237.5,943.75,0,157.2916666,0
C-47095,0,0,0,0,0,0,88.1875,80,53,69.8125,81.0625,32.4375,404.5,0,67.41666666,0
C-51463,50,62.5,37.5,100,0,12.5,0,0,0,0,0,0,0,262.5,0,43.75
C-48049,12.5,25,18.75,0,0,0,625,550,700,287.5,471.25,0,2633.75,56.25,438.9583334,9.375
C-52757,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-50331,250,325,37.5,87.5,50,225,0,0,0,0,0,0,0,975,0,162.5
C-47114,0,0,37.5,0,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-58450,0,0,37.5,0,12.5,0,0,0,0,0,0,0,0,50,0,8.333333334
C-46134,0,25,62.5,25,50,37.5,954.45,467.525,0,574.775,194.675,269.6,2461.025,200,410.1708334,33.33333334
C-58061,0,0,0,37.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-50119,118.75,125,143.75,75,131.25,25,0,0,0,0,0,0,0,618.75,0,103.125
C-51885,162.5,75,125,125,62.5,12.5,0,0,0,0,0,0,0,562.5,0,93.75
C-49051,250,0,0,75,0,0,0,0,0,692.4625,62.1375,48.7625,803.3625,325,133.89375,54.16666666
C-46966,0,56.25,81.25,118.75,87.5,106.25,0,0,0,0,0,0,0,450,0,75
C-44843,125,0,0,37.5,0,0,0,125,187.5,0,125,125,562.5,162.5,93.75,27.08333334
C-56827,0,0,0,0,0,0,0,199.55,0,0,182.9375,0,382.4875,0,63.74791666,0
C-54680,0,0,0,0,0,12.5,0,125,112.5,62.5,187.5,250,737.5,12.5,122.9166667,2.083333334
C-40922,0,0,0,0,0,0,400,250,212.5,0,0,0,862.5,0,143.75,0
C-55126,75,0,75,0,75,0,0,0,0,0,0,0,0,225,0,37.5
C-49908,387.5,387.5,325,250,331.25,262.5,0,0,0,0,0,0,0,1943.75,0,323.9583334
C-49378,37.5,37.5,112.5,0,37.5,0,0,0,0,0,157.5,0,157.5,225,26.25,37.5
C-51857,0,0,0,0,0,0,0,125,250,187.5,0,187.5,750,0,125,0
C-48895,112.5,37.5,37.5,0,37.5,37.5,318,159,159,159,159,159,1113,262.5,185.5,43.75
C-52730,0,0,25,0,12.5,50,375,0,125,0,0,0,500,87.5,83.33333334,14.58333334
C-47589,0,0,0,0,0,0,0,0,0,0,0,62.5,62.5,0,10.41666667,0
C-44223,475,237.5,181.25,81.25,93.75,50,0,0,0,212.5,0,0,212.5,1118.75,35.41666666,186.4583334
C-53975,0,0,0,0,0,0,0,687.5,0,187.5,375,500,1750,0,291.6666666,0
C-41720,0,25,0,12.5,0,0,0,0,0,0,0,0,0,37.5,0,6.25
C-53103,62.5,62.5,118.75,50,93.75,62.5,0,0,0,0,0,0,0,450,0,75
C-54551,0,0,62.5,0,0,12.5,0,0,0,0,0,0,0,75,0,12.5
C-54156,175,62.5,125,62.5,100,12.5,0,0,0,0,0,0,0,537.5,0,89.58333334
C-42191,325,112.5,150,200,150,75,0,0,0,0,0,0,0,1012.5,0,168.75
C-56533,0,0,0,0,0,0,675,737.5,187.5,437.5,187.5,312.5,2537.5,0,422.9166666,0
C-48740,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,25,0,4.166666666
C-57080,256.25,100,75,112.5,106.25,56.25,0,0,0,0,0,0,0,706.25,0,117.7083333
C-57138,25,0,0,0,0,0,0,0,162.5,0,0,0,162.5,25,27.08333334,4.166666666
C-57593,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,2.083333334
C-46333,0,0,0,0,0,0,0,0,0,0,0,106.4375,106.4375,0,17.73958334,0
C-42346,0,125,0,0,0,0,1312.5,1281.55,1216.2125,0,1324.9375,509.05,5644.25,125,940.7083334,20.83333334
C-56937,0,0,137.5,162.5,187.5,187.5,0,0,0,0,0,0,0,675,0,112.5
C-41541,250,625,187.5,325,375,250,360,180,90,90,90,180,990,2012.5,165,335.4166666
C-59091,0,0,0,0,0,0,175,125,0,250,225,375,1150,0,191.6666666,0
C-53483,12.5,18.75,0,0,12.5,118.75,0,0,0,0,0,0,0,162.5,0,27.08333334
C-54712,125,87.5,112.5,125,37.5,0,0,0,0,0,0,0,0,487.5,0,81.25
C-50488,0,0,0,0,0,0,0,303.4375,301.4375,93.75,302.5,300,1301.125,0,216.8541666,0
C-41891,0,0,0,0,0,0,0,0,0,250,220,0,470,0,78.33333334,0
C-44150,0,0,0,0,0,0,0,118.75,112.5,112.5,225,118.75,687.5,0,114.5833333,0
C-52915,0,0,0,0,0,0,140.45,176.775,66.25,88.1125,0,141.4625,613.05,0,102.175,0
C-40241,43.75,0,0,25,12.5,0,0,0,0,0,0,0,0,81.25,0,13.54166666
C-49972,0,0,0,0,0,0,0,0,0,0,0,375,375,0,62.5,0
C-47278,0,0,0,0,0,0,137.5,0,112.5,106.25,106.375,106.375,569,0,94.83333334,0
C-44230,75,75,37.5,137.5,0,0,683.75,525,525,1337.5,525,525,4121.25,325,686.875,54.16666666
C-43538,0,0,12.5,0,0,0,0,270.375,90.125,90.125,90.125,97.0875,637.8375,12.5,106.30625,2.083333334
C-50851,0,0,0,0,0,0,0,125,0,0,125,125,375,0,62.5,0
C-53757,0,37.5,0,0,12.5,0,0,437.5,187.5,187.5,0,0,812.5,50,135.4166666,8.333333334
C-52644,50,62.5,43.75,37.5,37.5,50,0,0,0,0,0,0,0,281.25,0,46.875
C-59604,37.5,18.75,12.5,12.5,37.5,0,0,187.5,125,187.5,125,312.5,937.5,118.75,156.25,19.79166666
C-58255,0,0,0,0,0,0,0,0,0,0,176.625,0,176.625,0,29.4375,0
C-58810,68.75,75,50,56.25,56.25,43.75,0,0,12.5,18.75,0,0,31.25,350,5.208333334,58.33333334
C-57802,0,0,6.25,6.25,0,0,0,75,37.5,0,87.5,62.5,262.5,12.5,43.75,2.083333334
C-40834,0,37.5,0,0,0,0,0,250,0,125,0,212.5,587.5,37.5,97.91666666,6.25
C-59181,75,37.5,100,100,37.5,112.5,0,0,0,0,0,0,0,462.5,0,77.08333334
C-41096,200,350,118.75,262.5,56.25,0,387.5,387.5,262.375,466.0625,0,0,1503.4375,987.5,250.5729166,164.5833334
C-45364,0,0,12.5,0,25,112.5,0,0,0,0,0,0,0,150,0,25
C-58553,37.5,137.5,75,25,93.75,12.5,0,611.825,0,0,0,0,611.825,381.25,101.9708333,63.54166666
C-52199,0,0,0,0,0,62.5,555,337.5,401.25,296.25,282.5,287.5,2160,62.5,360,10.41666667
C-45318,300,187.5,225,287.5,475,287.5,0,0,0,0,0,0,0,1762.5,0,293.75
C-43198,75,81.25,137.5,150,62.5,56.25,0,0,0,0,0,0,0,562.5,0,93.75
C-54706,100,87.5,81.25,50,125,37.5,0,0,0,0,0,0,0,481.25,0,80.20833334
C-54262,0,0,0,12.5,0,0,0,0,0,0,15.525,0,15.525,12.5,2.5875,2.083333334
C-42920,0,0,0,0,0,12.5,0,0,0,0,0,0,0,12.5,0,2.083333334
C-59106,0,0,0,0,0,0,0,0,0,0,0,66.25,66.25,0,11.04166667,0
